ZIP_COAL,cate_per_plus1_halfbath
14169,1009063.6739692991
14170,1012000.4072413174
14171,1014937.1405133354
14172,1017873.8737853537
14173,1020810.6070573716
14174,1023747.3403293897
14201,1026684.0736014078
14202,1029620.8068734257
14204,1032557.5401454442
14206,1035494.2734174621
14207,1038431.00668948
14208,1041367.7399614984
14209,1044304.4732335163
14210,1047241.2065055347
14211,1050177.9397775526
14212,1053114.6730495705
14213,1056051.406321589
14214,1058988.1395936068
14215,1061924.8728656252
14216,1064861.606137643
14217,1067798.339409661
14218,1070735.0726816794
14219,1073671.8059536973
14220,1076608.5392257157
14221,1079545.2724977336
14222,1082482.0057697515
14223,1085418.7390417699
14224,1088355.4723137878
14225,1091292.2055858062
14226,1094228.938857824
14227,1097165.672129842
14228,1100102.4054018604
14301,1103039.1386738783
14303,1105975.8719458967
14304,1108912.6052179146
14305,1111849.3384899325
14411,1114786.0717619509
14414,1117722.8050339688
14415,1120659.5383059871
14416,1123596.271578005
14418,1126533.004850023
14420,1129469.7381220413
14422,1132406.4713940592
14423,1135343.2046660776
14424,1138279.9379380955
14425,1141216.6712101134
14427,1144153.4044821318
14428,1147090.1377541497
14432,1150026.871026168
14433,1152963.604298186
14435,1155900.337570204
14437,1158837.0708422223
14441,1161773.8041142402
14445,1164710.5373862586
14450,1167647.2706582765
14454,1170584.0039302944
14456,1173520.7372023128
14462,1176457.4704743307
14463,1179394.203746349
14464,1182330.937018367
14466,1185267.670290385
14467,1188204.4035624033
14468,1191141.1368344212
14469,1194077.8701064396
14470,1197014.6033784575
14471,1199951.3366504754
14472,1202888.0699224938
14475,1205824.8031945117
14476,1208761.53646653
14477,1211698.269738548
14478,1214635.0030105659
14479,1217571.7362825845
14480,1220508.4695546022
14481,1223445.2028266205
14482,1226381.9360986385
14485,1229318.6693706564
14486,1232255.4026426747
14487,1235192.1359146927
14489,1238128.869186711
14502,1241065.602458729
14504,1244002.3357307469
14505,1246939.0690027652
14506,1249875.8022747831
14507,1252812.5355468015
14510,1255749.2688188194
14511,1258686.0020908378
14512,1261622.7353628557
14513,1264559.4686348736
14514,1267496.2019068922
14515,1270432.93517891
14516,1273369.6684509283
14517,1276306.4017229462
14519,1279243.134994964
14521,1282179.8682669825
14522,1285116.6015390004
14525,1288053.3348110188
14526,1290990.0680830367
14527,1293926.8013550546
14530,1296863.534627073
14532,1299800.267899091
14533,1302737.0011711093
14534,1305673.7344431272
14536,1308610.467715145
14537,1311547.2009871635
14539,1314483.9342591814
14541,1317420.6675311998
14542,1320357.4008032177
14543,1323294.1340752356
14544,1326230.867347254
14545,1329167.6006192719
14546,1332104.3338912902
14548,1335041.0671633082
14550,1337977.800435326
14551,1340914.5337073444
14555,1343851.2669793623
14557,1346788.0002513807
14559,1349724.7335233986
14560,1352661.4667954165
14561,1355598.200067435
14564,1358534.9333394526
14568,1361471.6666114712
14569,1364408.3998834891
14571,1367345.133155507
14572,1370281.8664275254
14580,1373218.5996995433
14586,1376155.3329715617
14589,1379092.0662435796
14590,1382028.7995155975
14591,1384965.532787616
14592,1387902.2660596338
14604,1390838.9993316522
14605,1393775.73260367
14606,1396712.465875688
14607,1399649.1991477064
14608,1402585.9324197243
14609,1405522.6656917424
14610,1408459.3989637606
14611,1411396.1322357785
14612,1414332.8655077969
14613,1417269.5987798148
14614,1420206.3320518332
14615,1423143.0653238513
14616,1426079.798595869
14617,1429016.5318678874
14618,1431953.2651399053
14619,1434889.9984119236
14620,1437826.7316839416
14621,1440763.4649559595
14622,1443700.1982279778
14623,1446636.9314999958
14624,1449573.6647720141
14625,1452510.398044032
14626,1455447.13131605
14701,1458383.8645880683
14706,1461320.5978600862
14707,1464257.3311321046
14708,1467194.0644041225
14709,1470130.7976761404
14710,1473067.5309481588
14711,1476004.2642201767
14712,1478940.997492195
14714,1481877.730764213
14715,1484814.464036231
14716,1487751.197308249
14717,1490687.9305802672
14718,1493624.6638522856
14719,1496561.3971243035
14720,1499498.1303963214
14722,1502434.86366834
14723,1505371.5969403577
14724,1508308.3302123758
14726,1511245.063484394
14727,1514181.796756412
14728,1517118.5300284303
14729,1520055.2633004482
14731,1522991.9965724666
14732,1525928.7298444845
14733,1528865.4631165024
14735,1531802.1963885208
14736,1534738.9296605387
14737,1537675.662932557
14738,1540612.396204575
14739,1543549.1294765929
14740,1546485.8627486113
14741,1549422.5960206292
14742,1552359.3292926475
14743,1555296.0625646655
14744,1558232.7958366834
14747,1561169.5291087017
14748,1564106.2623807197
14750,1567042.995652738
14753,1569979.728924756
14754,1572916.4621967738
14755,1575853.195468792
14757,1578789.9287408101
14760,1581726.6620128285
14767,1584663.3952848464
14769,1587600.1285568643
14770,1590536.8618288827
14772,1593473.5951009006
14774,1596410.328372919
14775,1599347.0616449367
14777,1602283.7949169548
14779,1605220.528188973
14781,1608157.261460991
14782,1611093.9947330095
14784,1614030.7280050272
14785,1616967.4612770453
14787,1619904.1945490637
14801,1622840.9278210816
14802,1625777.6610931
14803,1628714.394365118
14804,1631651.1276371358
14805,1634587.8609091542
14806,1637524.594181172
14807,1640461.3274531905
14808,1643398.0607252084
14809,1646334.7939972263
14810,1649271.5272692447
14812,1652208.2605412623
14813,1655144.993813281
14814,1658081.7270852989
14815,1661018.4603573168
14816,1663955.1936293351
14817,1666891.926901353
14818,1669828.6601733714
14819,1672765.3934453893
14820,1675702.1267174073
14821,1678638.8599894256
14822,1681575.5932614435
14823,1684512.326533462
14824,1687449.0598054798
14825,1690385.7930774982
14826,1693322.5263495164
14830,1696259.259621534
14836,1699195.9928935524
14837,1702132.7261655703
14838,1705069.4594375887
14839,1708006.1927096066
14840,1710942.9259816245
14841,1713879.659253643
14842,1716816.3925256608
14843,1719753.1257976792
14845,1722689.859069697
14846,1725626.592341715
14847,1728563.3256137334
14850,1731500.0588857513
14855,1734436.7921577697
14858,1737373.5254297876
14859,1740310.2587018055
14860,1743246.991973824
14861,1746183.7252458418
14863,1749120.4585178602
14864,1752057.191789878
14865,1754993.925061896
14867,1757930.6583339144
14869,1760867.3916059323
14870,1763804.1248779506
14871,1766740.8581499686
14872,1769677.5914219865
14873,1772614.3246940048
14874,1775551.0579660225
14876,1778487.7912380411
14877,1781424.524510059
14878,1784361.257782077
14879,1787297.991054095
14880,1790234.7243261132
14881,1793171.4575981316
14882,1796108.1908701495
14883,1799044.9241421672
14884,1801981.6574141853
14885,1804918.390686204
14886,1807855.123958222
14889,1810791.85723024
14891,1813728.5905022582
14892,1816665.3237742758
14894,1819602.0570462947
14895,1822538.7903183126
14897,1825475.5235903307
14898,1828412.2568623484
14901,1831348.9901343666
14903,1834285.723406385
14904,1837222.456678403
14905,1840159.189950421
